,user,text,created_at,retweet_count,reply_count,like_count,quote_count
5517,iFood News,"@kamilatorreao @iFood estornar é o mínimo, tinham que dar uns 5 cupons como forma de se desculpar pelo ocorrido, no mínimo. é absurdo demais.",2022-03-31 17:18:48+00:00,0,0,1,0
5518,rocha,"É oficial @iFood ? @Flamengo fecha parceria com #iFood e se torna a equipe com maior n° de entregas no período de 6 meses.
De acordo com informações, o valores das entregas giram em torno de 91,6 milhões de reais só no período da Libertadores.

Fonte: vozes da torcida revoltada. https://t.co/pWvoNB561h",2022-03-31 17:18:43+00:00,0,1,0,0
5519,Davis ★彡,"todo santo dia o Ifood me manda mequi por 1 real, só pq não posso comer😠",2022-03-31 17:18:23+00:00,0,0,0,0
5520,"(volchat)Arthur22K,fã clube dedicado Carol voltan","Cerveja com cacau, inusitado né? Mas a gente descobriu mais 6 alimentos super diferentes que contém cacau e não são chocolate. Você precisa conferir: https://t.co/zLepsIgPJy
 
#cacau #chocolate #appdelivery",2022-03-31 17:16:58+00:00,0,0,0,0
5521,The life snake 🐍,"VTNC QUE SAUDADE DO UBER EATS!!!!

o rappi é um lixo e o ifood é mto mediano",2022-03-31 17:16:50+00:00,0,0,3,0
5522,isaisa,"os motoca pelo br fazendo greve
e nd mudará kkkk
n adianta glr
o ifood ja usou os sistema p driblar essa classe trabalhadora
ainda mais com os Ol crescendo
a tendencia deles é normalizar ganhar pouco e gastar mais
ate q isso vire um modos operante na mente do motoca sem instrução",2022-03-31 17:16:29+00:00,0,1,1,0
5523,lcqueiroz,"Imagine você entrar no ifood aqui de SP e se deparar com isso, imagine você saber que a pessoa que você é fã,hoje vem conquistando seus sonhos e sendo inspiração de muita gente,lá em agosto de 2019 ela entrou para nossas vidas, desde de lá se emocionamos e vibramos @loud_voltan https://t.co/kVqAXujiSS",2022-03-31 17:16:18+00:00,3,0,19,0
5524,Diego Xavier RN #FORABRAZ #FORADIEGORIBAS #FORABAP,3u fazendo doce pro caio comprar banoffe pra mim no ifood,2022-03-31 17:16:14+00:00,0,0,0,0
5525,pedro,"@iFood Estou tentando fazer um pedido e não estou conseguindo, resolvam o meu problema",2022-03-31 17:15:45+00:00,0,0,0,0
5526,Kamila Torreão,com pedido mínimo de 30 reais e taxa de entrega de 15?? 😍😍😍 https://t.co/Kr1doaFS5Y,2022-03-31 17:15:42+00:00,1,0,2,0
5527,Leandro F. de Mello,"vou desinstalar o app do ifood pprt, toda hr uma promoção assim é fd kkkkkk",2022-03-31 17:15:36+00:00,0,0,2,0
5528,Luiza,@JornalFla10 Vai embora Ifood de caralho!!!,2022-03-31 17:15:20+00:00,0,0,1,0
5529,Laura,porra ifood cade meu almco,2022-03-31 17:15:20+00:00,0,1,1,0
5530,jooj,"@iFood e não temos resposta da loja.  

Cancelamento automático não funciona,

Me ajude com o reembolso @iFood https://t.co/umeM03qN4o",2022-03-31 17:14:12+00:00,0,1,0,0
5531,Jaque,@tamigosh @iFood Eles já estornaram.. mas e a demora pra pedir de novo e chegar? Morrendo de fome aqui por causa de má vontade de uma pessoa. É foda.,2022-03-31 17:14:07+00:00,0,1,3,0
5532,Amanda,"E eu sigo na minha saga p/falar c/alguém nesse famigerado @iFood . Como pode um serviço que se tornou padrão (uma pena, pq não presta)não tem um SAC, não tem um email, ou chat direto p/falar c/os clientes? Como pode? É aberrante o descaso.",2022-03-31 17:13:38+00:00,0,0,0,0
5533,gabriela bouvier,Fazendo conta no ifood no nome dos meus avós pra pegar 15 pila de desconto 2 vezes,2022-03-31 17:13:01+00:00,1,0,1,0
5534,hasten,devia dar pra acompanhar a entrega  dos correios igual no ifood,2022-03-31 17:12:59+00:00,1,0,2,0
5535,pretinho🦍,É o equivalente pra eles de conseguir cumpom no ifood https://t.co/OidqkdQXdC,2022-03-31 17:12:58+00:00,0,0,0,0
5536,Renan🇧🇷🇧🇷🇧🇷🇧🇷,"@iFood Cade o 9,99",2022-03-31 17:12:04+00:00,0,0,0,0
5537,Renato Bertoni,@kamilatorreao @iFood que ódio!!! cada dia que passa vai piorando a qualidade dos entregadores do ifood,2022-03-31 17:11:35+00:00,0,1,2,0
5538,Dario Junior,"Morar do lado de entregador de Ifood é uma merda, o dia todo barulho de moto chegando, moto saindo",2022-03-31 17:11:23+00:00,0,0,0,0
5539,Mariaaaaa,@soaresbeatrizz_ miga procura no ifood que tem,2022-03-31 17:11:17+00:00,0,1,0,0
5540,Maiara,De vez em quando o iFood fica com raiva de mim,2022-03-31 17:10:56+00:00,0,0,0,0
5541,TraNsfalido🧜🏾‍♀️🏳️‍⚧️,@mabeIkkk @otaldoandrezin_ @talabiax @iFood manda uma mabel aqui pf👏,2022-03-31 17:10:40+00:00,0,0,0,0
5542,desi❤️‍🔥,"amanhã eu completo 4 semaninhas sem pedir ifood em dias úteis, o que pra mim é uma conquista pessoal que representa muitas coisas depois desses dois anos de pandemia e recaída das minhas crises compulsivas.",2022-03-31 17:10:35+00:00,0,1,10,0
5543,Ali,RT @SuelenMayara16: Faço FAXINA EM TROCA DE ALIMENTOS E LEITE TENHO 3 FILHOS PEQUENOS E NÃO TEMOS NADA PRA COMER SOU DE FRANCO DA ROCHA SP…,2022-03-31 17:10:30+00:00,1,0,0,0
5544,Debochada ᶜʳᶠ,@galodeluta @iFood @fabloisi que vergonha @iFood @fabloisi,2022-03-31 17:09:51+00:00,0,0,1,0
5545,Victor Cleme,@iFood @McDonalds_BR fiz um pedido no mc pelo iFood hoje e veio faltando item. E no chat do app vocês não respondem. Preciso que me auxiliem!!,2022-03-31 17:09:50+00:00,0,0,0,0
5546,Eita Raze ruim,RT @galodeluta: Ontem o Vagner Liderança de Rondônia que participou do falso fórum da @iFood se algemou na porta da empresa aqui em São Pau…,2022-03-31 17:09:34+00:00,50,0,0,0
5547,PAZUZU 𖤐,"esse ifood ta de caô c a minha cara, n é possível",2022-03-31 17:09:31+00:00,0,0,0,0
5548,RNR,@iFood No meu ainda não apareceu 😮‍💨,2022-03-31 17:09:14+00:00,0,0,1,0
5549,AlexCont🌙,"Já entrei umas 10 vezes no Ifood pra comprar um Mequi e só aparece cardápio vazio
Será isso um sinal da Deusa? Kkkkk",2022-03-31 17:09:10+00:00,0,0,0,0
5550,Elisângela,"@SantAnnaJuliane @iFood o atendimento deles é péssimo! Péssima resolução de problemas! Agora tô aqui com fome, e eles não responde, não tem uma central de atendimento. São péssimos de verdade.",2022-03-31 17:08:53+00:00,0,1,0,0
5551,Bia,"eu amo o @ifood por 0,99$ centavos kkkkk",2022-03-31 17:08:42+00:00,0,0,0,0
5552,cenorinha_,Alguém sabe se o club Ifood vale a pena?,2022-03-31 17:08:21+00:00,0,2,2,0
5553,Savio Benevides 🧜‍♀️ 🚩,"@LcDasilva3 Leo Pereira tbm, tá on nas entregas Ifood Expresso, filho da puta 🤬🤬",2022-03-31 17:08:04+00:00,0,1,0,0
5554,J,@iFood Cadê a promoção das 14 horasssssss?????? Espero que as 21 tenha uma melhor,2022-03-31 17:07:09+00:00,0,0,0,0
5555,aliene ✨,"@lucrvg @iFood Cara, toda vez q eu peço mc pelo iFood lá em casa é um problema.. por 2x eu fui dormir c fome pq ficou mais de 4h só preparando o pedido, já chegou gelado, faltando ingredientes… e o iFood nada resolve",2022-03-31 17:06:35+00:00,0,1,1,0
5556,Rafa,"@c_santss @iFood no meu caso não dá nem pra comer, só mandaram alface e queijo, eu tô desacreditada https://t.co/KbGFQ9KwQl",2022-03-31 17:06:20+00:00,0,1,0,0
5557,Kainã,Toda vez que tá chegando coisa do iFood o Victor vai pro banheiro 🤬🤬🤬🤬,2022-03-31 17:05:47+00:00,0,0,0,0
5558,Babi,@iFood Impossível https://t.co/goGagqGv6t,2022-03-31 17:05:24+00:00,0,0,1,0
5559,Victor de Sousa,@iFood Fiz um pagamento via pix e ate agora a tela esta aguardando pagamento e o restaurante não recebeu nada! Já se passaram mais de 1 hora e nenhuma posição de vcs naquela chat ineficiente! COMO RESOLVEMOS?,2022-03-31 17:05:22+00:00,0,0,0,0
5560,amanda ⚡,@mateusb @iFood A EMPRESA É PILANTRA MESMO! PENSE BEM EM UTILIZAR O APP NOVAMENTE!,2022-03-31 17:04:56+00:00,0,0,0,0
5561,Ju ribe ,"RT @CostaMayaraCRF: @LittleMous3 @iFood Podia né, pra quem mais interagisse nas redes, sei lá 🥲",2022-03-31 17:04:54+00:00,1,0,0,0
5562,SINDpd-Ce,"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-03-31 17:04:42+00:00,5158,0,0,0
5563,iFood,@iFood Fiz um pagamento via pix e ate agora a tela esta aguardando pagamento e o restaurante não recebeu nada! Já se passaram mais de 1 hora e nenhuma posição de vcs naquela chat ineficiente! COMO RESOLVEMOS?,2022-03-31 17:04:33+00:00,0,0,0,0
5564,Saudades Eternas Vt 👼🏾🏴,olha essa semana tá foda. 1h p comida do @iFood chegar… isso q tava falando q seria 20 min,2022-03-31 17:04:28+00:00,0,0,0,0
5565,Stormtrooper cansado,@iFood Fiz um pagamento via pix e ate agora a tela esta aguardando pagamento e o restaurante não recebeu nada! Já se passaram mais de 1 hora e nenhuma posição de vcs naquela chat ineficiente! COMO RESOLVEMOS?,2022-03-31 17:04:17+00:00,0,0,0,0
5566,vic ✨,"@paolla_menezes @iFood Eu só queria almoçar, miga! Mais nada!",2022-03-31 16:58:51+00:00,0,0,1,0
5567,Luana‎,"pedi um lanchinho toda feliz do mc donalds e mandaram só alface e queijo na caixa 🤡. E o @iFood não resolve nadaaa, péssimos",2022-03-31 16:58:42+00:00,0,6,2,0
5568,🙰♏︎⬧⬧ ◘♋︎♓︎⌧︎♋︎⚐,"esperando o @iFood me dar uma resposta sobre o golpe que fui vítima, hoje é o último dia que eles informaram que iam dar...",2022-03-31 16:58:30+00:00,0,0,4,1
5569,Carlos Pasko,"@Jonasjhasse Kkkk nem tinha iFood naquela época, mas em padaria de bairro na Baixada era msm.",2022-03-31 16:58:00+00:00,0,1,1,0
5570,𝖢𝗅𝗈ud,"RT @aussiegrill_br: conta pra gente, qual o seu mutirão?! mas, não esquece de correr pro @iFood, textão não define o laricão!! 💥

#ChamaOAu…",2022-03-31 16:57:01+00:00,7,0,0,0
5571,Mavi com a porra do pingo no “i”,"@felipeneto está sendo a melhor parte do meu dia, estou revendo todos os vídeos de conversas de Ifood mais engraçadas , e eu estou rindo muito muito... isso está salvando o meu humor, te amo !",2022-03-31 16:56:57+00:00,0,0,0,0
5572,ilana,aqui de boa comendo meu açaí de 1 real do ifood,2022-03-31 16:56:45+00:00,0,0,0,0
5573,Amanda Almeida,"Queria entender qual o problema das pessoas do @iFood que não fazem marmita com feijão e macarrão, sério, fico puta.",2022-03-31 16:55:44+00:00,0,0,0,0
5574,bolado,RT @Luq_Churrasquin: Lembram daquele racista nojento que foi filmado humilhando o funcionário do ifood? Vi esse maluco perambulando por per…,2022-03-31 16:55:41+00:00,1,0,0,0
5575,𝕰𝖒𝖔 𝕾𝖆𝖋𝖆𝖉𝖔 ★,"Não to bem pra sair, mas pedir pelo ifood também é pagar caro e a maioria do dinheiro é mais pra entrega do que pelos produtos (que também já são caros)",2022-03-31 16:54:57+00:00,0,0,2,0
5576,DINO'S BURGUER,O MELHOR HAMBURGER ARTESANAL DE CARUARU E NO DINO'S BURGUER PEÇA JÁ O SEU PELO IFOOD E CONFIRA NOSSAS PROMOÇÕES https://t.co/FvgBj21Ojr,2022-03-31 16:54:53+00:00,0,0,0,0
5577,pคiคŞŞนŞ,"@lgussilva Uber?
Esse tem que ser enviado por um motoboy do ifood",2022-03-31 16:54:10+00:00,0,0,1,0
5578,𓆩 𝖌𝖎𝖔 𓆪,RT @galodeluta: Ontem o Vagner Liderança de Rondônia que participou do falso fórum da @iFood se algemou na porta da empresa aqui em São Pau…,2022-03-31 16:54:00+00:00,50,0,0,0
5579,Garcia ;,"@_bblancoo prova q vc é minha amiga, manda um iFood pra mim kkkkkkk",2022-03-31 16:53:39+00:00,0,1,0,0
5580,exegetic chains,@iFood 12 horas tentando resolver pelo chat uma situação de encomenda desviada pelo entregador e nada! Existe algum outro suporte?,2022-03-31 16:53:37+00:00,0,1,0,0
5581,Ari cringeiro pagador de boletos🇨🇳🏳️‍🌈,@NewCarimbo O amor verdadeiro é aquele em que a princesa lhe envia pix todo dia acompanhado de ifood,2022-03-31 16:53:16+00:00,0,0,1,0
5582,edilson júnior.,Cara vou tava fogo no iFood,2022-03-31 16:53:02+00:00,0,0,0,0
5583,Babitans no Mineirão 🦦🦊,"O MELHOR HAMBURGER ARTESANAL DE CARUARU E NO DINO'S BURGUER PEÇA JÁ O SEU PELO IFOOD E CONFIRA NOSSAS PROMOÇÕES
#Caruaru
#ifood 
#BBB22 
#hamburgueria 
#comida",2022-03-31 16:52:32+00:00,0,0,0,0
5584,tami,"@gotbitan carambaaa deveria ter mais ne, o ifood daqui sempre tem promo do mc mt bommm",2022-03-31 16:52:27+00:00,0,0,2,0
5585,muel 🍀,23 sorteados no ifood e não ta comemorando em lugar nenhum? tendi,2022-03-31 16:51:46+00:00,0,0,0,0
5586,uma grande chata,Poder cadastrar o vale refeição no ifood eh algo mágico,2022-03-31 16:51:42+00:00,0,0,3,0
5587,lari⁷ do namseok,"Mais um dia tendo uma experiência horrível com o @iFood  
Não sei pq eu ainda tento !! 
Fiz o pedido 12:05 
Já são 13:50 e ficou com deus ...",2022-03-31 16:50:44+00:00,0,0,2,0
5588,lou,Saudades de quando @iFood prestava era tão bom pedir e vim certinho e no horário e talz 🥲 https://t.co/h65ljAE2jt,2022-03-31 16:50:25+00:00,0,0,1,0
5589,Juliana,q ódio nenhum homem feminista pra me mandar um ifood hj,2022-03-31 16:50:17+00:00,0,2,0,0
5590,quasemestre🎓,@iFood me reembolsa logo pfv debitou meu dinheiro da passagem do mês e eu preciso colocar hoje 🥺,2022-03-31 16:49:52+00:00,0,0,0,0
5591,AlexCont🌙,"Eu uso muito pouco o iFood e isso sempre me rende bons cupons, hoje comi um McFlurry por R$ 2,90 😋",2022-03-31 16:49:51+00:00,0,0,1,0
5592,Dario Junior,@iFood #1AnoDeiFoodGratis  tô sem limite já no cartão dona @iFood nem sei como pagar kkkkk aaaaaaaah https://t.co/l3ZpXgBrOB,2022-03-31 16:49:38+00:00,0,0,0,0
5593,Lc,@nthlsimoes @McDonalds_BR @iFood Pelo menos isso eu queria pra cobrir o vazio que ficou pelo lanche que não veio ☹️,2022-03-31 16:47:54+00:00,0,0,0,0
5594,.,Essa foto do andreas Ifood me dá ódio https://t.co/XONU1npm5F,2022-03-31 16:47:51+00:00,0,1,0,0
5595,Odemir Frizzera,Mds eu amo o ifood simplesmente marmitex a 1 real com entrega de grátis,2022-03-31 16:47:36+00:00,0,1,1,0
5596,𝐧𝐚𝐭𝐡,@iFood Lá vai eu comprar lanche prós bilhetes aumentarem o dona @iFood  me dá um help ai 🙌🏻🙌🏻 #1AnoDeiFoodGratis https://t.co/VlQPz7BFQe,2022-03-31 16:47:30+00:00,0,0,1,0
5597,Jubs,"alguem conhece ou viu alguem que ganhou a promoção de 1 ano de ifood gratis? to pra mim q essa porra é fake, alguém ja teria postado muito feliz nas redes sociais",2022-03-31 16:47:20+00:00,0,1,1,0
5598,ouça choros 10☀️🌈☁️,"@futebol_info @ESPNBrasil Vai com Deus, entregador do ifood",2022-03-31 16:46:37+00:00,0,0,0,0
5599,juju,"@dario_jnr @McDonalds_BR @iFood não vão te responder, vão te reembolsar o valor e só, eu ODEIO!!!!!",2022-03-31 16:46:36+00:00,0,1,0,0
5600,Maricota 👽,"Meu ifood tá bugado, que odiooo",2022-03-31 16:46:30+00:00,0,0,0,0
5601,mundinho perera fany br,"RT @brenodaempada: 4 horas pra fazer, poucos segundos pra você dar RT e alguns minutos pra você fechar um pedido, que tal?! Ajuda a gatinha…",2022-03-31 16:45:30+00:00,77,0,0,0
5602,Digu,era só o ifood botando brownie a 4 reais dnv,2022-03-31 16:45:25+00:00,0,0,0,0
5603,𝖇𝖗𝖚𝖓𝖆 ⋆☽꙳,"Todo o dia a mesma porcaria… não me organizei pra cozinhar e não consigo me sentir atraída por nada no iFood.

🥲",2022-03-31 16:45:10+00:00,0,0,1,0
5604,RNR,o ifood ta um abuso fui pedir um sorvete que eles falaro que ia dar 10 dol de desconto fui lá coloquei na sacola o preço certinho pro cupom funcionar ficou lá escrito parabéns vc ganhou o cupom de 10 reais na hora de pagar eles n tiraram nada  como são safados.. compra cancelada,2022-03-31 16:45:02+00:00,0,1,0,0
5605,beiçola,Pedi um almoço no iFood mas eu sempre fico com receio da comida ser ruim,2022-03-31 16:44:53+00:00,0,0,4,0
5606,Morenona cacheada,"vamo ifood lança a promoção 0,99 logo hoje",2022-03-31 16:44:41+00:00,0,1,3,0
5607,🐨🐼🍻🌵💜,@iFood me ajuda a recuperar meu lanche aí kkkkkk que ódio do @McDonalds_BR,2022-03-31 16:44:22+00:00,0,0,0,0
5608,CAROLZINHA 🦦,"Desistam do @iFood. Qualquer problema que vc tiver, vc não será respondido a tempo! Hj fui assaltado pela tal empresa. Pensem  muito bem antes de usar os serviços da referida empresa!",2022-03-31 16:43:18+00:00,0,0,0,0
5609,PapaiDoVicente⚪⚫💢,"@m_mesquitinha @ClaroBrasil E funciona, hein.
APRENDE @iFood e resolve o meu problema que persiste há 50 dias https://t.co/LoVXZze2UV",2022-03-31 16:43:08+00:00,0,0,1,0
5610,ㅤㅤJess,"Se eu não atraso por causa de uber é por causa de ifood 
Cansada",2022-03-31 16:42:54+00:00,0,0,0,0
5611,+theus,"A vida do trabalhador não é fácil.
Tem um dia de cão, chega a hora do almoço e pede um iFood para ver se o dia melhora.
Entregam a comida errada 🌵",2022-03-31 16:42:10+00:00,0,0,2,0
5612,Baiana 🌪️,"@conexaobabitan @loud_voltan Achei no iFood, mas parece que não é em todos os lugares ainda",2022-03-31 16:40:27+00:00,0,1,1,0
5613,joao,"Acho que vou por uma promoção no ifood da loja, tudo por 1 real kkkk vai ser loucura",2022-03-31 16:40:26+00:00,0,1,3,0
5614,na,3 dos meus restaurantes fav no ifood eu ja n compro mais pelo ifood por motivos de: no aplicativo deles é mais barato que no ifood,2022-03-31 16:39:23+00:00,0,0,1,0
5615,geovana vieira?,Tô com fome! Me ajuda @iFood meu pedido tá muuuuito atrasado,2022-03-31 16:39:05+00:00,0,0,0,0
5616,Rodrigo,Eles falaram q vão pedi no ifood 🤦🏾‍♀️😂😂😂😂,2022-03-31 16:38:55+00:00,0,0,0,0
5617,FLAVIO NOGUEIRA,Voces são um lixo @iFood,2022-03-31 16:38:29+00:00,0,1,2,0
5618,Jorge Galban,eu mesma com o vr caindo hoje https://t.co/cFxBtAm15A,2022-03-31 16:38:13+00:00,0,0,0,0
5619,pretacacheada 👑📿💋💃🏽,quando eu tô c fome por algum motivo eu fico olhando as comida do ifood e desejando,2022-03-31 16:37:40+00:00,0,1,3,0
5620,100foco!🚀💵,"@colattix Amiga, com esse valor da gasolina tava mais fácil andar 8km, pedir um ifood, dar block no boy e assistir compilado de gafe da TV Brasileira",2022-03-31 16:37:24+00:00,0,2,4,0
5621,Biodiversus,"RT @alexandrelusqu1: Oportunidade de patrocínio para o @Flamengo, Uber Eats, Ifood, Valeu, Rappi, a entrega é garantida.",2022-03-31 16:36:38+00:00,16,0,0,0
5622,Daniele Sales Lima,"@valuationfstyle Vou te contar uma coisa, lá  não tem Internet nem ifood, surpresa!!!!°",2022-03-31 16:36:00+00:00,0,0,0,0
5623,Rafaela,"@LittleMous3 @iFood Podia né, pra quem mais interagisse nas redes, sei lá 🥲",2022-03-31 16:35:43+00:00,1,0,1,0
5624,tobias,Que ódio. Pedi @McDonalds_BR pelo @iFood e veio lanche faltando. E agora ninguém me responde 🤡,2022-03-31 16:35:26+00:00,0,2,0,0
5625,Renata Ingrata,Oooooohhhh @Flamengo libera o @andrinhopereira @leopereira_04 para o @iFood ou @ZeDelivery já provaram que entregam fácil!!!!,2022-03-31 16:35:26+00:00,0,0,0,0
5626,William Leal,"@BetoLuiz_RU @galodeluta @iFood @fabloisi Se isso fosse verdade, não tinha nem Uber nessas cidades. E várias cidades hoje já têm apps locais. (Ok, talvez não de comida, mas de transporte tem.)",2022-03-31 16:35:04+00:00,0,1,0,0
5627,Aline Paixão,@iFood Presentão pra mim no dia 02/04. Meus 3.0 chegando 👏👏🎉🎊,2022-03-31 16:34:55+00:00,0,0,0,0
5628,Mariana,"@solw0lrd Mas amiga eu moro em são paulo mesmo, no ifood se esta mais de 20 eu não pago kkkkk",2022-03-31 16:34:26+00:00,0,1,0,0
5629,𝖙𝖆𝖇𝖆𝖈𝖚𝖉𝖆,"@iFood removeram a opção de ajuda agora? Que maravilha, o pedido fica 1 hora e meia e você não pode fazer nada. Liga no restaurante e eles falam q vão começar a preparar o pedido. Pede pra cancelar fizeram que EU q tenho q cancelar mas não tem nem botão 😂😂😂 https://t.co/cMJXpstwXi",2022-03-31 16:34:22+00:00,0,0,0,0
5630,Anirak（林 カリーナ）,"Já que não vou sair, não vou gastar…

eu em casa gastando todo meu dinheiro no iFood 🤡",2022-03-31 16:33:21+00:00,0,1,7,0
5631,Bio Localização,"@galodeluta @iFood @fabloisi Galo, me solidarizo com a causa e gostosa de saber se vc tem alguma opinião formada sobre assaltantes que se disfarçam de entregadores para praticar crimes, prejudicando assim milhares de trabalhadores honestos",2022-03-31 16:33:16+00:00,0,0,0,0
5632,Cassandra,@iFood Tb queria pedir tudo que eu queria no app ifood....😍🍰🍔🍕🍟🍩😋,2022-03-31 16:33:14+00:00,0,0,0,0
5633,quentin macleod gonçalense 🇵🇸🇩🇿,@McDonalds_BR fiz um pedido com vcs pelo @iFood e veio lanche faltando. Agora ninguém me responde 🤡,2022-03-31 16:32:50+00:00,0,0,0,0
5634,fedils,"se eu não tivesse leo eu comprava as quatro. ele já trouxe pombo do meio da rua, imagina se 4 cacatua dentro de casa não ia ser ifood pra ele",2022-03-31 16:32:48+00:00,0,0,0,0
5635,AnimaisFelizes—,queria cupom de frete grátis no ifood @iFood fortalece ai,2022-03-31 16:32:34+00:00,0,0,0,0
5636,Gustavo Carvalho,No momento esperando o @iFood  me ligar para fazer a conta e arrumar algumas coisas no meu restaurante…,2022-03-31 16:32:33+00:00,0,0,0,0
5637,jo,"@biodiversus @galodeluta @iFood @fabloisi Porque não tem corrida para fazer.

Não dá para se sustentar com eles",2022-03-31 16:32:31+00:00,0,1,0,0
5638,Vinícius Sacramento 🎙️,@iFood Março eu só engordei e estourei o limite do cartão e nada de um ano de @iFood !,2022-03-31 16:32:31+00:00,0,0,0,0
5639,Kassi com K,"RT @torcida1real: Café, açúcar e Dorflex. Esses foram os ingredientes escolhidos para criar o proletariado perfeito. Mas Adam Smith acident…",2022-03-31 16:32:26+00:00,1,0,0,0
5640,je,RT @galodeluta: Ontem o Vagner Liderança de Rondônia que participou do falso fórum da @iFood se algemou na porta da empresa aqui em São Pau…,2022-03-31 16:32:05+00:00,50,0,0,0
5641,Roberta,deixem recadinhos simpatico no ifood familia,2022-03-31 16:31:29+00:00,0,0,0,0
5642,easy,@iFood Eu tenho 71 bilhetes e não fui sorteada Ifood. Tenha piedade de mim e me dá um cuponzinho? https://t.co/KVl6JsgbNC,2022-03-31 16:31:26+00:00,0,0,0,0
5643,Marcos Freitas,@O_Notificado @gihtrist o ifood flerta melhor que eu,2022-03-31 16:31:10+00:00,0,1,3,0
5644,Sacul,que que o ifood quer dizer com ja compensamos a emissao de carbono,2022-03-31 16:30:21+00:00,0,0,0,0
5645,Dani Linn do Bixiga,"@iFood Cobrando ""taxa de serviço"" do consumidor duas vezes, tu realmente consegue comprar muita coisa, bando de corno",2022-03-31 16:30:02+00:00,0,0,1,0
5646,danilo nakamura,E aí @iFood @proconspoficial @ProconRJ iFood está me lesando e joga culpa no banco @falanext como iremos resolver ?,2022-03-31 16:29:56+00:00,0,2,1,0
5647,Bruno Ribeiro,@Gabrieel_Pontes A mulher falou esses dias que gasta MAIS de 3000 em pedido no ifood por mês e vem com essa! Fora da casinha demais,2022-03-31 16:29:47+00:00,0,0,0,0
5648,Zeca Forehead,@iFood mês que vem só dá pra pedir se ganhar a promoção,2022-03-31 16:29:45+00:00,0,0,1,0
5649,viní córdova,@iFood Meu aniversário é em Maio.. O que vcs vão me dar de presente? Eu dou quase todo meu salario pra vcs! Kkkkkk,2022-03-31 16:29:35+00:00,0,0,0,0
5650,Luiz Lima,"imagens de paz: 
contrato com Ifood encerrado! https://t.co/LhHiJI1wte",2022-03-31 16:29:13+00:00,0,2,48,0
5651,Gabi 🦋,"RT @Augusto_RJ: @diogodantas Flamengo deseja comprar um entregador do iFood por 60 MM, a torcida ficou P da vida e começou a reclamar, aí,…",2022-03-31 16:28:56+00:00,1,0,0,0
5652,Michas,hj podia ter ifood de 1 real peguei serviço agr e ja estou em estado de auto digestão,2022-03-31 16:28:55+00:00,0,0,0,0
5653,carol,@iFood amanhã o VR cai ifood to tao feliz e realizada,2022-03-31 16:26:39+00:00,0,1,1,0
5654,Ray,"nossa Ifood salva demais com essas promoções de comida por 00,99 centavos com frete grátis",2022-03-31 16:26:37+00:00,0,0,1,0
5655,Suelen Mayara,"@iFood Faço FAXINA EM TROCA DE ALIMENTOS E LEITE TENHO 3 FILHOS PEQUENOS E NÃO TEMOS NADA PRA COMER SOU DE FRANCO DA ROCHA SP Jardim Alice rua Milton José Mourão 400 fubdo ACEITO DOAÇÃO DE ALIMENTOS,LEITE ETC pix celular 11930401514 ganhei 3 miojo e fiz https://t.co/uFeDVw14z5",2022-03-31 16:26:33+00:00,0,0,0,0
5656,Michel N,"Eu achei um erro interessante no @iFood e quis avisar, mas KD um único botão pra falar direto com eles? Não tem!",2022-03-31 16:26:30+00:00,0,0,0,0
5657,Paula B.,"Faço FAXINA EM TROCA DE ALIMENTOS E LEITE TENHO 3 FILHOS PEQUENOS E NÃO TEMOS NADA PRA COMER SOU DE FRANCO DA ROCHA SP Jardim Alice rua Milton José Mourão 400 fubdo ACEITO DOAÇÃO DE ALIMENTOS,LEITE ETC pix celular 11930401514 ganhei 3 miojo e fiz https://t.co/uFeDVw14z5 https://t.co/suo4cih9lg",2022-03-31 16:26:24+00:00,1,0,1,0
5658,𝖒𝖎𝖑𝖆 ツ,"@iFood Faço FAXINA EM TROCA DE ALIMENTOS E LEITE TENHO 3 FILHOS PEQUENOS E NÃO TEMOS NADA PRA COMER SOU DE FRANCO DA ROCHA SP Jardim Alice rua Milton José Mourão 400 fubdo ACEITO DOAÇÃO DE ALIMENTOS,LEITE ETC pix celular 11930401514 ganhei 3 miojo e fiz https://t.co/uFeDVw14z5",2022-03-31 16:26:19+00:00,0,0,0,0
5659,besouro rola bosta,"Falei que tava com desejo de comer churrasco, a criatura de Goiânia me manda pelo iFood um almoço surreal, com coca e guaravita ainda kkkkk anao",2022-03-31 16:26:18+00:00,0,4,5,0
5660,RNR,"Gente, o restaurante da familia do meu namorado está no Ifood. Restaurante do Júnior, top demaisss! Tem opções individuais e para dividir com a galera :D almocimm top",2022-03-31 16:26:05+00:00,0,1,7,1
5661,Elma Almeida,@SamuelDevii @b1xadoceu @fernandameelo_ eu achava q flerte pelo ifood era mandar um lanche pra minha casa,2022-03-31 16:26:00+00:00,0,2,56,0
5662,TinderKing_BR,@iFood como faço pra entrar em contato com vcs urgente! Fiz um pix para um parceiro de vcs e o meu pedido não foi confirmado e eu não vou receber meu produto!,2022-03-31 16:25:11+00:00,0,0,0,0
5663,Juliana🔥🐌,RT @galodeluta: Ontem o Vagner Liderança de Rondônia que participou do falso fórum da @iFood se algemou na porta da empresa aqui em São Pau…,2022-03-31 16:25:04+00:00,50,0,0,0
