id,user,user_id,text,created_at,retweet_count,reply_count,like_count,quote_count
3951,🌊,2189800145,"@galodeluta @iFood @rodaviva @veramagalhaes po mano, mas tu ta ligado como é a democracia pra vera né?

terno preto gravata preta 
agir contra a lei deliberadamente
e tem que ser um enxadrista",2022-04-13 18:31:00+00:00,0,0,1,0
3952,Acacito,36266809,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-13 18:30:20+00:00,710,0,0,0
3953,Yago ᶜʳᶠ da quebrada 🌹🤙🏾,1256370078192414721,"Fui procurar uma carne a parte da marmita no ifood e n achava nada num preço ok
Aí pensei ""pegar uma salada do subway q deve ser uns 15 conto a mais básica, vem salada top e uma proteína q quebra o galho e de quebra um molhinho""

30 conto qse uma salada da proteína mais básica https://t.co/Lu8vyXaFmn",2022-04-13 18:30:19+00:00,0,1,2,0
3954,Lucas,4289477781,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-13 18:30:10+00:00,710,0,0,0
3955,Mô. Esposa do Yoon 🥃🐈‍⬛,1472105242644914181,"O ifood com coisa de 0,99 centavos é tudo pra mim",2022-04-13 18:29:40+00:00,0,0,1,0
3956,Rafael Surgek,46540453,"Eu moro bem pertinho do mercado mas hj como tô meio mal, tô considerando pagar 30 conto (pedido mínimo) no ifood pra eles entregarem aqui",2022-04-13 18:28:36+00:00,0,1,0,0
3957,Maria Picon 🌪,1215805689886625793,"Sinceramente, foda-se: vou pedir um BK no ifood, PQ ESSE DIA TÁ SENDO DE FODER",2022-04-13 18:28:14+00:00,0,0,2,0
3958,Carolina Terra,236629033,"RT @DesOldschoolsoc: @Selma_Lula @vitorlara31 @luindarkness @historia_pensar Sem patrocínio direto da Shell, nem do ifood é difícil cancela…",2022-04-13 18:28:04+00:00,2,0,0,0
3959,só maria,1267637688238309376,nem falo ifood porque são tudo cachaceiras,2022-04-13 18:27:03+00:00,0,0,0,0
3960,Jp,2985894868,"@carlaraayssa_ Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 18:26:47+00:00,0,0,0,0
3961,mariana está viciada em as it was,815408169417666560,"@Al0ha_rainbow Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 18:26:25+00:00,0,1,0,0
3962,Marxista Freudiano,165968218,pelo visto é impossível cancelar um pedido no ifood pelamordedeus,2022-04-13 18:26:24+00:00,0,1,0,0
3963,badnat,1501041529422589961,"@oxegiulia @Al0ha_rainbow Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 18:26:21+00:00,0,2,0,0
3964,thalita 📖 a lâmina da assassina,1501666350590308354,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-13 18:26:00+00:00,710,0,0,0
3965,Pablo󠁚󠁚🇿🇷🇺 #Lula 1⃣3⃣ 🚩󠁚󠁚󠁚󠁚,16369745,"@lilybloom22 Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 18:25:53+00:00,0,0,0,0
3966,𝑃𝑟𝑒𝑡𝑎❣️,1322338963294662657,@McDonalds_BR Manda um mequi Adm junta vc e o @ifood e façam a entrega de milhões,2022-04-13 18:25:50+00:00,0,0,1,0
3967,felip dinhas,1494117706718756865,"@marvelouspideys Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 18:24:40+00:00,0,1,0,0
3968,Banana da Terra🌍,1257127067969376256,"RT @Lorrancardosoo: LEIA COM ATENÇÃO!!!
O amigo foi preso injustamente, estava trabalhando de motoboy no ifood de mesquita, foi da pepé pra…",2022-04-13 18:24:13+00:00,170,0,0,0
3969,um filantropo papiloscopista,290167554,Tô com mta fome yoongi manda ifood pra mim pfvr te amo,2022-04-13 18:24:11+00:00,0,0,0,0
3970,Camarada Menaculé,612616759,"@carlaraayssa_ Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 18:24:09+00:00,0,0,0,0
3971,Gabriel Pacheco,1369321035674304520,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-13 18:24:02+00:00,710,0,0,0
3972,YOUNG T,1002882964961808385,"@naoemarianna Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 18:23:40+00:00,0,0,0,0
3973,Amarildo 🇦🇴🇧🇷,187776533,Eu odeio o ifood,2022-04-13 18:23:26+00:00,0,0,0,0
3974,Sidi Soares,278256891,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-13 18:22:49+00:00,710,0,0,0
3975,pedro,2580998486,queria cupom de docinho gratis no ifood,2022-04-13 18:22:00+00:00,0,0,0,0
3976,Maurício Fedatto,6476782,@ttdomatthew vou abrir um ifood,2022-04-13 18:21:54+00:00,0,0,0,0
3977,DrikaKissya🌍🎙🎶😼💪,1324410775944003587,"ifood mano pq vc colocou mcflurry por 4 conto justo no dia que eu tô bad????????
inclusive que delícia que tá esse sorvete🤤🤤🤤🤤🤤",2022-04-13 18:21:24+00:00,0,1,3,0
3978,manga rosa 🎲🐺,1299124561405980674,Vsf @iFood quero meu pedido e essa merda nem da pra cancelar,2022-04-13 18:21:10+00:00,0,0,0,0
3979,Bruh,82666294,"@doce22luisa Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 18:21:07+00:00,0,0,0,0
3980,DJ Feeling,38764897,"@laixln Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 18:20:59+00:00,0,1,0,0
3981,R. M. Conception,2532142145,"@vanmrcl Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 18:20:51+00:00,0,1,2,3
3982,Fábio Diniz 🦖,1480568137829519363,"RT @ronaldrios: E assim
Eu nem falo de quem tem patrocínio do ifood
Quero tirar pão de ninguém não.
Mas tem a turma que ASPIRA a ter o patr…",2022-04-13 18:20:30+00:00,6,0,0,0
3983,Bárbara Ribeiro,42773899,"@vcanedo Já aconteceu uma vez, mas o iFood reembolsou.",2022-04-13 18:06:06+00:00,0,0,0,0
3984,Burrototal,1500775235133624322,"@derrotaeff Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 18:05:48+00:00,0,1,1,0
3985,B,1008897211810402304,"melhor coisa q eu fiz foi ter comprado 5 cupons por 12 reais no iFood, me salva dms",2022-04-13 18:05:24+00:00,0,1,1,0
3986,capy,3066130079,"Olha só essa promo do iFood! São R$ 1.500 por mês por um ano pra pedir no app. Bora concorrer?

https://t.co/OE2mR9pJdy",2022-04-13 18:04:04+00:00,0,0,0,0
3987,Anna ✨,1312866736065085445,"Pedi um McFlurry no Ifood por 4,99 🤭, amo essas promoções 😋🤣",2022-04-13 18:03:42+00:00,0,1,0,0
3988,lulubel juapaty,1428566890666995720,"O mcdonalds ta com uma promoção muito boa no ifood, tem sanduiche por 7 reais e batata frita por um real
só que eu lembrei de @layscomypfv fazendo jejum e exercício e de @boobolaw malhando chique e eu simplesmente me SENTI CULPADA E NÃO PEDI MCDONALDS POR CAUSA DE VCS EU TÔ C ODI",2022-04-13 18:03:07+00:00,0,4,3,0
3989,Pollyanna,147383647,@tiago_maior07 Eu não gosto nem de somar Uber e iFood se não eu fico triste,2022-04-13 18:02:37+00:00,0,0,0,0
3990,✨ C-O-N-F-O-R-M-A-D-O ✨,1134119220642549761,Vou já pedir uma cerveja no ifood… me desejem sorte 🤞🏻✨,2022-04-13 18:02:32+00:00,0,0,0,0
3991,robert kifer 🧦,60174727,"Galo de Luta é o lider do movimento dos motoboys que foram massacrados pelo IFood, que a agencia Publica revelou esses dias. Foi ele também que botou fogo no Borba. Dão um ligue sério no negócio.",2022-04-13 18:02:15+00:00,1,1,3,0
3992,ju,2151593462,Eu tô chocada com os atendentes mal educado do ifood quando pedimos ajuda no app kkk tá cada dia pior 🤡 @iFood,2022-04-13 18:01:59+00:00,0,0,0,0
3993,Luiza Santos,984905307611639809,"Sem dizer que depois eu fui ver as avaliações, todo mundo reclamando da msm coisa que eu. Não sei como essa loja não foi banida do ifood",2022-04-13 18:01:56+00:00,0,0,0,0
3994,maryjane,847823920644444160,"aí @iFood tá na hora de começar a rever o cadastro de motoboy parceiro ein? em menos de 1 mês já tentaram me dar 2 golpes, sem condições de usar esse aplicativo.",2022-04-13 18:01:05+00:00,0,0,1,0
3995,𝖕𝖆𝖗𝖙𝖞 𝖕𝖔𝖎𝖘𝖔𝖓 Ψ,104645144,"Fiz uma compra no cleiton refeições lanches e petiscos através do ifood e sinceramente, que Arrependimento. Meu pedido foi confirmado 22:41, estava previsto para chegar até 23:19. Fiquei até 03:30 da madrugada esperando e nada. ++++",2022-04-13 18:00:57+00:00,0,4,1,0
3996,Lu,1213869449100443648,como eu amo minha amizade com o Daniel pqp fiquei 1h rindo de um print do ifood e de nomes do pokemon em PT-BR,2022-04-13 18:00:19+00:00,0,0,3,0
3997,A CULPA É DO PT,1100542500853506048,o cara do ifood roubou minha comida😭,2022-04-13 17:59:28+00:00,0,0,0,0
3998,milena 🧜🏽‍♀️,1171292254151041025,RT @VitorArajoFilg1: EXCELENTE NOTÍCIA. Lembra do entregador do Ifood que tomou um tiro em serviço? Ele está desde novembro sem qualquer as…,2022-04-13 17:58:33+00:00,529,0,0,0
3999,VP triangle B Study.,2330582360,consegui ativar minha lojinha no iFood 🥺,2022-04-13 17:57:04+00:00,0,1,18,0
4000,19,1288890921690570759,"RT @csgrucentroII: A PÁSCOA que todo mundo ama 😃😘
Ovo Bytes com Fone 200g
Ovo de chocolate ao leite e drageados crocantes ao leite.Acompanh…",2022-04-13 17:56:08+00:00,1,0,0,0
4001,perhaps vampires is a bit strong but,1207661113543933952,"RT @Lorrancardosoo: LEIA COM ATENÇÃO!!!
O amigo foi preso injustamente, estava trabalhando de motoboy no ifood de mesquita, foi da pepé pra…",2022-04-13 17:55:56+00:00,170,0,0,0
4002,Nath 🥑,69573697,"@pai_shao rapaz, n sei se existe ainda, mas já comi um desses burgão por 10 paus em recife

agr, tu acha no ifood isso daí, eles chegaram p concorrer c esse de 17 q n vem nd",2022-04-13 17:55:47+00:00,0,1,0,0
4003,Thamyres Oliveira,215007072,@thiagolscardoso Por onde pede? N achei no ifood ;-;,2022-04-13 17:55:32+00:00,0,1,0,0
4004,Pedro,90522105,"@Patriarcawuxian Tenho tara em pagar boletos, colocar creditos em cel e dar gift card.
Pago ifood, bebidas, so peço que me use das 4 maneiras: corno, otario  empregado, objeto. Não peço informacoes e nudes. A exploração é leve.",2022-04-13 17:55:00+00:00,0,0,0,0
4005,O TRICOLOR DA DEPRE 🍷,1010350751925899266,"A de abril tá paga
Mas a troco de quê?

Lombar me matando, é tanta cólica que não consegui fritar meu peixe do almoço e tô dependendo do IFood pra viver",2022-04-13 17:54:52+00:00,0,0,0,0
4006,neyruto,172512346,@ronaldrios Não só Ifood uber e 99 também despejam dinheiro para os influenciadores e eles ficam quietinhos.,2022-04-13 17:54:10+00:00,0,0,0,0
4007,sereia da disney,355138489,@vcanedo Já aconteceu e o IFood devolveu o dinheiro. No caso estornou o pagamento do cartão,2022-04-13 17:53:19+00:00,0,0,0,0
4008,Mariana,3397635628,"@thepreacher3358 as promo do ifood são tudo assim. Volta e meia tem ""tudo por 1,99"", aí você clica e tem la coxinha do cafe paris 1,99 + Entrega R$19,99 kkkkkkkkkkkkkk",2022-04-13 17:52:18+00:00,0,0,2,0
4009,LLLife,34741589,RT @psietra: O sonho da minha vida seria ganhar essa promoção de um ano de ifood de graça,2022-04-13 17:52:04+00:00,30,0,0,0
4010,𝔐𝔢𝔡𝔲𝔰𝔞 𝔬𝔯𝔦𝔤𝔦𝔫𝔞𝔩 💎,1397981925009145859,"RT @Lorrancardosoo: LEIA COM ATENÇÃO!!!
O amigo foi preso injustamente, estava trabalhando de motoboy no ifood de mesquita, foi da pepé pra…",2022-04-13 17:51:56+00:00,170,0,0,0
4011,Maddnezz,1355264980896067585,vou comprar um docinho no ifood de presente pra mim pq eu mereço,2022-04-13 17:51:49+00:00,0,1,5,0
4012,Matheus,60194736,O ifood resolveu me taxa hoje,2022-04-13 17:51:48+00:00,0,0,0,0
4013,Maurício Rodrigues,1441877367635386371,"RT @ronaldrios: E assim
Eu nem falo de quem tem patrocínio do ifood
Quero tirar pão de ninguém não.
Mas tem a turma que ASPIRA a ter o patr…",2022-04-13 17:51:27+00:00,6,0,0,0
4014,🇭🇺,28812343,"Eu no iFood quando não sei se peço um xis, sushi ou comida mexicana. https://t.co/3nVoE2zcUL",2022-04-13 17:51:07+00:00,0,0,19,0
4015,tiz quadros,206396925,"@ronaldrios Tem gente que tem patrocínio da iFood.

O podcast da @revistapiaui (Foro de Teresina), porém, faz publicidade com depoimentes de ""gerentes de ESG"", dizendo como o iFood ""preza pela saúde e bem-estar de seus colaboradores"".",2022-04-13 17:50:48+00:00,0,0,1,0
4016,Digi.Girls,1062797001237164032,"@vcanedo Como glorioso iFood já...ofereceram o pedido novamente, porém percebi o estorno.",2022-04-13 17:50:20+00:00,0,0,0,0
4017,v,70217760,RT @VitorArajoFilg1: EXCELENTE NOTÍCIA. Lembra do entregador do Ifood que tomou um tiro em serviço? Ele está desde novembro sem qualquer as…,2022-04-13 17:50:11+00:00,529,0,0,0
4018,Latino alto 🇵🇸,8174292,A empreendedora que não fica na dúvida se gasta tempo pra fazer comida ou dinheiro pra pedir @iFood NÃO TÁ EMPREENDENDO DIREITO,2022-04-13 17:50:05+00:00,0,0,10,0
4019,dan,1072959213092159488,"eu tava triste que a empresa não ia dar mimo de Páscoa 😢

mandaram e-mail avisando que vão dar um crédito no iFood 🤩🤪🥰",2022-04-13 17:49:18+00:00,0,0,7,0
4020,Barba,1259356845011075072,"E assim
Eu nem falo de quem tem patrocínio do ifood
Quero tirar pão de ninguém não.
Mas tem a turma que ASPIRA a ter o patrocínio do ifood e fica pianinha hahahahahhaha I see you. And I love u.",2022-04-13 17:48:52+00:00,6,2,272,0
4021,Cacau Show,118720280,amo a rosa me mandando docinho pelo ifood ♥️♥️♥️,2022-04-13 17:48:28+00:00,0,0,0,0
4022,Gabriel Heathcliff 🇭🇺,1069046204267417600,"Ifood dando sanduíche por 1 real e pode pedir quantos quiser, basta fazer vários pedidos. Mamata 😛😛 https://t.co/q4qEAJDX1C",2022-04-13 17:48:08+00:00,0,0,0,0
4023,HaJr,27650919,"@MirandaJotaPe Possuímos parceria com o ifood, só verificar se possui alguma loja da Cacau Show perto de você e efetuar o pedido! Se após essa tentativa ainda continuar com problemas pode falar conosco via VIA CHAT, através do nosso site https://t.co/Jo6yjvWHcK ❤🍫",2022-04-13 17:47:54+00:00,0,1,0,0
4024,mateus aguiar,1472952164880429065,"@vcanedo Já, falei com o Ifood, e eles falaram pro restaurante mandar outro. Nem sei o que resolveu entre eles.",2022-04-13 17:47:50+00:00,0,0,13,0
4025,𝑎𝑚𝑎𝑛𝑑𝑎 ☁️ ||,888854507576336384,@vcanedo Se for IFood ele não tem que ter o código pra fazer isso ?,2022-04-13 17:47:41+00:00,0,0,1,0
4026,Lizzie,2440724755,"@vcanedo No caso, o pedido nao foi feito nos app tipo Ifood nem Ubereats",2022-04-13 17:46:58+00:00,0,0,0,0
4027,Otária com sorte☘️💕,727179323900305408,primeira vez em meses que eu consigo usar um cupom no ifood,2022-04-13 17:46:56+00:00,0,0,1,0
4028,"Sem nome, mas com endereço",2472995243,"Poxa ifood, seria meu “almoço” 🥹🥹
Achei minha história precisa com a da Jessi https://t.co/edaQjq9GtT",2022-04-13 17:46:54+00:00,0,0,1,0
4029,RENEGADO #GOLOUD #SACYDAY #GIRAASPAS #PANCADANELES,2568956283,@euingrid_ale Eu que fiz teu pedido no ifood aqui da loja kkk....,2022-04-13 17:46:53+00:00,0,1,0,0
4030,Mariana Soares,1489030137509302273,Só queria ganhar o sorteio do @iFood pra ganhar um ano de iFood grátis 🥺🥺🥺 É pedir muito ?,2022-04-13 17:46:42+00:00,0,0,0,0
4031,japa,1278511696244551680,@iFood me ajuda pfvr,2022-04-13 17:46:29+00:00,0,0,0,0
4032,Cupom de desconto | ofertas,1379193374436163586,"Me falou que era dono de uma concessionária, descobrir que ele é motoqueiro do ifood🤡🤡",2022-04-13 17:46:15+00:00,0,0,2,0
4033,iara 🇦🇷,1047849661313310723,"RT @Lorrancardosoo: LEIA COM ATENÇÃO!!!
O amigo foi preso injustamente, estava trabalhando de motoboy no ifood de mesquita, foi da pepé pra…",2022-04-13 17:45:16+00:00,170,0,0,0
4034,Sapatroa #ESEMresiste,213851561,"CUPOM DE DESCONTO CORNERSHOP BY UBER

Faça suas compras de mercado sem sair de casa com as 4 primeiras entregas grátis! Se cadastre pelo nosso link e aproveite os descontos exclusivos! https://t.co/3xIlq4vvc6   

 #uber #UberEats  #ifood   #mercado #rappi https://t.co/qZ3PfaOxCd",2022-04-13 17:44:29+00:00,0,0,0,0
4035,PL 🎲,986055849750691840,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-13 17:44:19+00:00,710,0,0,0
4036,Vivs,56555359,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-13 17:44:15+00:00,710,0,0,0
4037,Luciana Rocha ❤🖤,2699155660,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-13 17:43:55+00:00,710,0,0,0
4038,🍓,2279169162,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-13 17:43:02+00:00,710,0,0,0
4039,Izabella,3226723492,"@Geraldo88452775 @iFood Até agora não me responderam, um absurdo",2022-04-13 17:42:29+00:00,0,0,0,0
4040,iFood,292383655,"CUPOM DE DESCONTO 💰🛒#

Amazon: https://t.co/5SK8ek1eHT

IFOOD: X4MD78UL8R

Riachuelo: RCHLO715722AFL 

Hering: https://t.co/82nV2dkwjg 

Renner: https://t.co/mX6pvDvXUF

Lojas Americanas: https://t.co/qSiwKmhx5w

CEA (código de consultora): ohmyshop

Amaro: CAMILACAMARGOS2090",2022-04-13 17:42:16+00:00,0,0,0,0
4041,confusa,2977586999,"Pedi iFood pela primeira vez neste ano, preciso me mimar pra aguentar a insuportável gisele",2022-04-13 17:42:15+00:00,0,0,0,0
4042,Lili Would Do 🎓,31109928,"@pamazeredoo ifood, taxa caríssima mas tô com fome 🥴",2022-04-13 17:42:09+00:00,0,1,1,0
4043,Ricardo Oliveira - Autismo Pensante ♿☭🐼,41163025,@mandy_Neres Coelin da Páscoa 🐰❤️ https://t.co/JaZSxUYPFD,2022-04-13 17:41:56+00:00,0,0,0,0
4044,Jornal Extra,24802340,"pedi comida pelo ifood na panificadora que fica na esquina da minha rua, o entregador vai me xingar",2022-04-13 17:41:36+00:00,0,0,1,0
4045,Vereadora Stefany Carli 🚩PT Cataguases MG,1402983264806064136,RT @Dudu: Isso nem é publi não. Mas tem um lugar aqui em SP que vende um SALADASSO por 27 conto. Sério. Você pode colocar até umas 7 coisas…,2022-04-13 17:41:27+00:00,8,0,0,0
4046,Danilinho,564852825,"RT @galodeluta: Acho que depois que a @ifood comprovadamente ""trabalhou pra me matar"" eu merecia um espaço no @rodaviva diz ai @veramagalha…",2022-04-13 17:41:17+00:00,710,0,0,0
4047,Robson,134806635,Conar investiga campanha do iFood por possível violação de código publicitário https://t.co/z75ZB1TzKM,2022-04-13 17:40:33+00:00,0,0,6,0
4048,papaguinho,1356957452802097157,RT @VitorArajoFilg1: EXCELENTE NOTÍCIA. Lembra do entregador do Ifood que tomou um tiro em serviço? Ele está desde novembro sem qualquer as…,2022-04-13 17:40:31+00:00,529,0,0,0
4049,🌪,1497966155125993478,"@matheeusrs_ ai que triste, vou te mandar um café via ifood",2022-04-13 17:40:25+00:00,0,1,1,0
4050,Astreia,1242947710522720257,RT @VitorArajoFilg1: EXCELENTE NOTÍCIA. Lembra do entregador do Ifood que tomou um tiro em serviço? Ele está desde novembro sem qualquer as…,2022-04-13 17:40:25+00:00,529,0,0,0
4051,Amanda 🌈,1703462648,@marcusl47067749 costumaz things eu assistiria facil. as criança com 27 anos e o gás acaba no meio do feitio do almoço. mas é o anos 90 e n tem ifood,2022-04-13 17:39:58+00:00,0,1,0,0
4052,bruu,2864641475,"como é q eu vou parar de gastar sendo q o ifood faz o favor de me enfiar mc por 0,99??????",2022-04-13 17:39:46+00:00,0,0,0,0
4053,rafaelly,3323876021,"mlk, ganhei 100 reais no ifood com a promoção da coca cola, a sorte ta cmg essa semana",2022-04-13 17:39:38+00:00,0,0,1,0
4054,Maia,1146862786292658176,"Açaí de 500 no Ifood por 0,99",2022-04-13 17:39:07+00:00,0,0,0,0
4055,Alice Barbosa,198850456,"nossa eu vou cometer um crime de ódio ta tudo dando problema, meu salário deu problema, aí precisei ver coisa do curso pra arrumar e deu problema, aí meu cartão refeição ontem deu problema no ifood e hoje pessoalmente bloqueou a senha sendo que tava certa nossa que odiooooooo",2022-04-13 17:38:29+00:00,0,0,0,0
4056,renão,27391819,Acho que não existe coisa mais cara no ifood do q açaí,2022-04-13 17:38:05+00:00,0,0,2,0
4057,Leon o Ouriço,557244540,Comprei chocolate no ifood e paguei menos da metade do preço... Ifood ❤️,2022-04-13 17:38:02+00:00,0,1,0,0
4058,Victor,52864120,RT @Dudu: Isso nem é publi não. Mas tem um lugar aqui em SP que vende um SALADASSO por 27 conto. Sério. Você pode colocar até umas 7 coisas…,2022-04-13 17:37:47+00:00,8,0,0,0
4059,grabiela 🧜🏾‍♀️🐆,3819771869,Fiz um pedido no @iFood que tinha entrega grátis e mesmo assim cobrou a entrega 🤡,2022-04-13 17:37:45+00:00,0,2,2,0
4060,monstra agradável,518085906,Ai fudi? @iFood https://t.co/S8cmPi7Wul,2022-04-13 17:37:39+00:00,0,0,0,0
4061,Dudu,116247695,"tenho 05 dias tentando fazer pedidos no @iFood e nunca consigo finalizar. já tentei contato com suporte de tudo quanto é forma e ninguém responde.
velho, inacreditável! que ódio",2022-04-13 17:37:22+00:00,0,0,0,0
4062,jovito,1453470565407264774,"É muito cômico que as empresas fazem essas coisas na cara dura e esquecem que existe o Conar kkkk tomara que se foda muito
https://t.co/sKS6bClem4",2022-04-13 17:37:20+00:00,0,0,1,0
4063,Leandro Webster,22954113,"Sem nenhum amor pelo meu dinheiro, acabei de pedir um ovo de Páscoa pelo Ifood, nem vamos entrar no preço 🤡",2022-04-13 17:36:43+00:00,0,0,0,0
4064,Cecília Ramos,106233345,"Isso nem é publi não. Mas tem um lugar aqui em SP que vende um SALADASSO por 27 conto. Sério. Você pode colocar até umas 7 coisas nela incluindo temperos. Não cobra caro igual essas gourmet que vem um potinho mixuruca. Chama NATURAL DA TERRA no iFood. 
Oh o tamanho da caixa. https://t.co/1p52hz879W",2022-04-13 17:36:30+00:00,8,295,565,916
4065,Medina,1165996043231813633,toda vez eu me fodendo por causa de pedido no ifood,2022-04-13 17:35:28+00:00,0,0,0,0
4066,anabê,869032609,nota mental: não usar mais o @iFood para pedir almoço,2022-04-13 17:35:21+00:00,0,0,1,0
4067,@_maay_r,886477194553372672,"@sofyxaa Shopping pátio, tá no IFood tbm",2022-04-13 17:35:00+00:00,0,1,0,0
4068,Acid 300 👽,37373258,@GustavoRochaupp Só faltou pedir um ifood pro pai entregar ai,2022-04-13 17:34:31+00:00,0,1,1,0
4069,catherine.,1204504230456889347,"Comendo a pior comida que eu já fiz nos últimos tempos. Alô @iFood , manda um cuponzinho 🙏🏻",2022-04-13 17:34:27+00:00,0,3,1,0
4070,Lorenna Souza,997308201459740672,@iFood @fluxogg dá pra me responder?,2022-04-13 17:34:22+00:00,0,0,0,0
4071,As melhores gozadas TT,876912941001474049,"Whatsapp fora do ar eu até entendo, agora ifood já é demais né",2022-04-13 17:33:26+00:00,0,0,0,0
4072,Este59🇨🇴 Loves @miwakii 🇧🇷,3129472144,@iFood me chama de mozão e eu ja me derreto,2022-04-13 17:32:42+00:00,0,0,0,0
4073,j,844252124,"Uma consultora do Ifood me ligou falando q eu fui selecionada pra participar da Campanha Inteligente q é exclusiva, q vai me dar mais visibilidade e q vou aparecer ali na frente do app qndo entra. Pedi pra ela me ligar depois pra eu procurar saber mais disso, mas eu não acho+",2022-04-13 17:32:41+00:00,0,1,2,0
4074,lluz,715329194,"Faz mais um mês que tento um reembolso pelo @iFood  e não consigo. Nunca tive nenhum problema com a plataforma, mas agora estou extremamente decepcionada! Bicha, pague o meu dinheiro 🗣️🗣️🗣️🗣️",2022-04-13 17:32:32+00:00,0,0,1,0
4075,rebeca,124828090,"RT @escorpianoph: Só queria um otário igual esse cara pra me pagar um ifood e ainda ganhar meu leite!
@_divulga_boys_ @_divulga_boys_2 @div…",2022-04-13 17:32:04+00:00,5,0,0,0
4076,thelaari,1484167788474376193,"RT @omatheusrsrs: @memeinteligentx Pera, quer dizer então que onças não usam o ifood???!?!???",2022-04-13 17:31:06+00:00,1,0,0,0
4077,José Aparecido Do Prado,1344382165900025857,RT @hgprj: Claro. A culpa é do capeta. Do STF. Do congresso. Da guerra. Da chuva. Do iFood. Do Facebook. De todos menos da galera “competen…,2022-04-13 17:29:12+00:00,2,0,0,0
4078,thaw 🍻,116842757,"O @iFood é ótimo, até você precisar de ajuda 
Depois disso a vida vira um inferno",2022-04-13 17:29:07+00:00,0,0,0,0
4079,𝘽𝙧𝙪 ,1601715834,IFood????????? Tá ficando louco só pode https://t.co/voL3kbg6Il,2022-04-13 17:29:06+00:00,0,0,2,0
4080,Phelipe7 🇮🇹,2203712154,"Esse ifood por 0,99 não tem como deixar passar",2022-04-13 17:28:53+00:00,0,0,1,0
4081,vicker,149198046,fico chocada a parceria da tecnologia com a telepatia. pensei em pedir um lanche e automaticamente chegou a notificação de cupom no ifood. onde vamos parar,2022-04-13 17:28:52+00:00,0,0,4,1
