,tweet_id,Usuário,Publicação,Data,Compartilhamentos,Comentários,Likes,Citações,Sentimento
4350,1545533842848727041,Jorge Xavier,@giovannaa_ tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:22:37+00:00,0,0,0,0,neg
4351,1545533816747560961,crocodilo 🐊,@vasconcelosadr só qdo cê tiver trabalhando de entregador do ifood kkkkk,2022-07-08 22:22:31+00:00,0,1,0,0,pos
4352,1545533776222101504,Serginho,@kmarcelly_ eu pago tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:22:21+00:00,0,0,0,0,neg
4353,1545533628318351360,Nathan Boer,@gabyxaavieer @janesheredia tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:21:46+00:00,0,0,0,0,neg
4354,1545533542750461952,felipe,@onlymishhh @jip_pix @tunesintern @flackospalace @okzhraa @lmixais tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:21:25+00:00,0,1,0,0,neg
4355,1545533522001240065,강한 apolo ·,ifood me proporcionando cupom de bebida em plena sexta aí me complica,2022-07-08 22:21:20+00:00,0,0,0,0,pos
4356,1545533489407221761,Gih,@sismendes tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:21:13+00:00,0,1,0,0,neg
4357,1545533445601992706,Aka Matra²³ ;; Amelie Stan,@ponnesa tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:21:02+00:00,0,0,0,0,neg
4358,1545533339506966529,louise antonie,@corpofechadoo @twiteradelpunk @ifood senti mais q foi golpe do entregador do q do ifood kkkk,2022-07-08 22:20:37+00:00,0,2,5,0,pos
4360,1545532593864679425,arlecchino,@janz_zi @twiteradelpunk @ifood exatamente se o pedido estava errado o entregador nem deveria ter pedido o código de confirmação pq ela dando o código ela confirma recebimento mas já que ele pediu o código deveria ter deixado a compra com ela não levado embora,2022-07-08 22:17:39+00:00,0,1,5,0,neg
4361,1545532582665887744,CLARA,essa semana o ifood tá horrível q desânimo,2022-07-08 22:17:36+00:00,0,0,0,0,neg
4362,1545532530253774848,otávio freitas,@camigioo vale a pena pra quem pede muito ifood eu uso smp,2022-07-08 22:17:24+00:00,0,1,0,0,pos
4363,1545532526336303109,Juninho Silva.®️,rt @anicervino alguém me manda um ifood queria ser mimada,2022-07-08 22:17:23+00:00,1,0,0,0,neg
4364,1545532495038500865,D.,@jackzinha_ @sci_zaza tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:17:16+00:00,0,0,0,0,neg
4366,1545532462771499008,Galvão,@eumayleao tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:17:08+00:00,0,0,0,0,neg
4367,1545532425240985609,Camie,@isa_spfc tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:16:59+00:00,0,0,0,0,neg
4368,1545532261315104768,Sara Capostagno,@lovmanning tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:16:20+00:00,0,0,0,0,neg
4369,1545531987724849152,akuma,a pessoa é bonita pcrl me atrai mais que ifood saindo de graça e se acha feia vê se pode,2022-07-08 22:15:15+00:00,0,0,2,0,neg
4370,1545531951481864192,cami,bora pra live vamos zerar fobia e ainda vamos ter sorteios de gift cards do ifood pros subs #fobiastdinfnahotel #live #sorteio #livestreaming @pulsatrixstudio @maximumgames @twitchdivulga @twitchretweets @twitchpropaga @twitchsie @raiddatribo https t co mdsnz w nh,2022-07-08 22:15:06+00:00,2,0,1,0,pos
4371,1545531920804626434,sarah!,@pandatatuado amiga pede pelo ifood manda pra cá e a gente come na sua cia via vídeo chamada,2022-07-08 22:14:59+00:00,0,1,1,0,pos
4372,1545531888080932864,Herr Dachs,@ifood ontem fiz um pedido pelo app de vocês mas o pedido não chegou e o dinheiro foi descontado da minha conta queria saber como faço pra ter o valor estornado,2022-07-08 22:14:51+00:00,0,0,0,0,neg
4373,1545531846812917761,"Adri .. E aí, bora lá comer coxinha? 🤗🍗🌻",galera a fome cada vez maior por aqui poderiam mandar um ifood para este jovem necessitado?,2022-07-08 22:14:41+00:00,0,0,0,0,pos
4374,1545531765082693633,Sailor Guarulhos,@twiteradelpunk @ifood @ifood olha essa injustiça,2022-07-08 22:14:22+00:00,0,0,1,0,pos
4376,1545529601820164096,Juliana Tourinho,aquela velha indecisão do ifood porém sem ter uma vaga noção ao invés de dividida entre opções 😂,2022-07-08 22:05:46+00:00,0,0,2,0,pos
4378,1545529469422780419,my little penny,@barretojoaog e eu ja abri o ifood umas x mas nao consegui juntar forças pra escolher algo https t co ocqqotqxbc,2022-07-08 22:05:14+00:00,0,1,0,0,neg
4379,1545529457590640641,𝙿𝚊𝚜𝚝𝚒𝚕𝚑𝚊𝚜 𝚍𝚘 𝚃𝚘𝚐𝚎 𝙸𝚗𝚞𝚖𝚊𝚔𝚒,não tem farinha e simplesmente não vou sair pra comprar infelizmente terei que recorrer ao ifood,2022-07-08 22:05:11+00:00,0,0,0,0,neg
4380,1545529384475545600,cardosin,krl varias promoção maluca no ifood hj kkkkkk sair de casa p nd,2022-07-08 22:04:54+00:00,0,1,0,0,pos
4381,1545529204837695488,Isabella Buenos Aires,imediatamente fui lá no ifood e marquei as estrelas isso é ser empático entender e compreender as necessidades das pessoas esses entregadores passam por muitas dificuldades e mtos deles tem q aguentar um bando de imbecis folgados tentando humilhá los,2022-07-08 22:04:11+00:00,0,0,0,0,pos
4382,1545529060851437569,Emilly,a única buzina que gosto de ouvir é do motoboy do ifood,2022-07-08 22:03:37+00:00,0,0,1,0,pos
4383,1545529050109714438,An,@ifood cadê as ofertas de tô com saudades,2022-07-08 22:03:34+00:00,0,0,0,0,pos
4384,1545529047890944000,sua namorada,hj vo compra ifood pois mereço,2022-07-08 22:03:34+00:00,0,1,2,0,pos
4385,1545529007986417664,Cadê O Zé Gotinha?,preço das coisas ifood kkkkkkkkkk https t co sc e qbeev,2022-07-08 22:03:24+00:00,0,0,0,0,pos
4386,1545528947500371969,Lelê,@guirjmalas @zedelivery santos já troquei até o bairro mas pelo visto é geral pior que a gela no ifood é cara pra caraio,2022-07-08 22:03:10+00:00,0,0,0,0,neg
4387,1545528330933395459,Burrototal,@picesasolar tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:00:43+00:00,0,2,0,0,neg
4388,1545528319566823427,Lucas,o @ifood tem o pior suporte o pior atendimento e agora constatei que tem o pior social media tbm uma empresa incomunicável que péssimo,2022-07-08 22:00:40+00:00,0,0,0,0,neg
4389,1545528307785125891,Caio Dias,to com virose e acabei de descobrir q o meu restaurante favorito do ifood fechou,2022-07-08 22:00:37+00:00,0,0,0,0,pos
4390,1545528282984189952,k,@sarasantxx tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 22:00:31+00:00,0,0,0,0,neg
4391,1545528184166404097,Amanda,incrível como minha ansiedade ataca até pra receber um ifood,2022-07-08 22:00:08+00:00,0,0,0,0,pos
4392,1545528135399137283,‍ ‍ ‍ ‍ ‍𝒘𝒂: shortcαᴋe | 📖: lâmina assassina,@fea_picons tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:59:56+00:00,0,0,0,0,neg
4393,1545528109977554947,boder,@spampimani kkkkkkkkkk no ifood tem mas nao sei gramas 😩 fica me zoando bruna,2022-07-08 21:59:50+00:00,0,0,0,0,pos
4394,1545528036728127489,Lua,@izabelamarinho_ tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:59:33+00:00,0,0,0,0,neg
4395,1545528002632630274,Mys²⁸,@yaviieira tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:59:25+00:00,0,1,0,0,neg
4396,1545527967987687425,Ju,@juliokadetti tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:59:16+00:00,0,0,0,0,neg
4397,1545527931182653440,Henri,@ifood @loichernandez ae social media ignorando na cara larga minha mensagem pode ver isso aqui? que suporte horrível! https t co lhedkxlav,2022-07-08 21:59:07+00:00,0,0,0,0,neg
4398,1545527895770255361,caio,@ifood ae social media ignorando na cara larga minha mensagem pode ver isso aqui? que suporte horrível! https t co lhedkxlav,2022-07-08 21:58:59+00:00,0,0,0,0,neg
4399,1545527842615824384,Priscilla Ramalho,@alexsandratmelo tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:58:46+00:00,0,0,0,0,neg
4400,1545527790052810752,Fee Grilo,hoje tô no ódio pedi coxinhas pelo ifood e só anos depois foi que a loja cancelou,2022-07-08 21:58:34+00:00,0,0,0,0,pos
4401,1545527784927289354,Mayara Christyna,@gisa_boaventura @santander_br tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:58:33+00:00,0,0,0,0,neg
4402,1545527755114151937,MCR & Sandman are coming,@priopatra tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:58:25+00:00,0,0,0,0,neg
4403,1545527752119418880,izadora ❤️‍🔥,@ifood aé social media ignorando na cara larga minha mensagem pode ver isso aqui? que suporte horrível! https t co lhedkxlav,2022-07-08 21:58:25+00:00,0,0,0,0,neg
4404,1545527695294996480,Honda,queria compartilhar com vcs oq eu achei no ifood agr açaí patriota https t co mflgy tudq,2022-07-08 21:58:11+00:00,0,0,0,0,pos
4405,1545527687476920320,Steve taylor's version - Rt no fix,@gabizinhaaacrf @magrinhaa_ @xp_pilao tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:58:09+00:00,0,0,0,0,neg
4406,1545527583600775168,pupu🧘‍♀️,@kethellenn__ tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:57:45+00:00,0,0,0,0,neg
4407,1545527546904707075,Vereda Pizzaria Seropédica,@mikeeindie @pardinha tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:57:36+00:00,0,1,0,0,neg
4408,1545527519792750597,Alcione Stan Account,@rothjasmi tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:57:29+00:00,0,1,0,0,neg
4409,1545527416805855234,Doutora Laine | Luan City,pizza fina boa suculenta e barata em recife? cidade da pizza pede pelo ifood,2022-07-08 21:57:05+00:00,0,0,0,0,neg
4411,1545527348682014723,Mateus Lima 🇩🇰,acho q vou pedir algo no ifood sexta pode né,2022-07-08 21:56:49+00:00,0,0,0,0,pos
4412,1545527090308579334,pastel e caldo de cana,tinha prometido pra mim msm q n ia pedir mais nada no ifood esse ano acabei de pedir açai 🤡,2022-07-08 21:55:47+00:00,0,0,0,0,neg
4413,1545527059279224833,Lorenzi,eu sempre q tô rolando no ifood https t co jcygeazczr,2022-07-08 21:55:40+00:00,0,0,0,0,pos
4414,1545526929771692033,Airam,@ifood nunca recebi cupom de desconto 🥲 poxa ifood poderia salvar só essa noite 🥲🥲👉🏾👈🏾nunca te pedi nada,2022-07-08 21:55:09+00:00,0,0,0,0,neg
4415,1545526523561639936,ani,o bk daqui não tá a fim de entregar não desde que abriu todos os dias eu entro no ifood de noite e aparece que tá fechado dizem que lá tá lotando mas é foda eu não quero pedir lanche pra comer no café da tarde!,2022-07-08 21:53:32+00:00,0,1,0,0,neg
4416,1545525986397245440,raw,@auraholistica tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:51:24+00:00,0,0,0,0,neg
4417,1545525923688103936,𝒂𝒏𝒈𝒆𝒍 | 𝐂𝐇𝐄𝐂𝐊𝐌𝐀𝐓𝐄,@liviainaciiio tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:51:09+00:00,0,0,0,0,neg
4418,1545525838686429189,Xandel ᕦ(ツ)ᕤ,@carvalho tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:50:49+00:00,0,0,0,0,neg
4419,1545525780528119810,Helipa papai de menina.,@sughosts tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:50:35+00:00,0,0,0,0,neg
4420,1545525518765883392,𝐚𝐠𝐭,@robxsol @ylime_ttiw tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:49:32+00:00,0,0,0,0,neg
4421,1545525484829741056,Felipe,@brsck tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:49:24+00:00,0,0,0,0,neg
4422,1545525341174878208,leonardosena1,@annalmeida__ tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:48:50+00:00,0,0,0,0,neg
4423,1545525277136232452,Gey 🦋,@rainveiga @rumweitzel tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:48:35+00:00,0,0,0,0,neg
4424,1545525274221154304,ella!!,odeio restaurante que não tem rastreio pelo ifood,2022-07-08 21:48:34+00:00,0,0,0,0,pos
4425,1545525201613590528,Kiwi Lover,@duda_santox tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:48:17+00:00,0,0,0,0,neg
4426,1545525167908179970,fácil,@brufuccio tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:48:09+00:00,0,1,0,0,neg
4427,1545525129177874436,não taeasy mesmo 🦁,@brsck @ajnakid tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:47:59+00:00,0,3,0,0,neg
4429,1545524962978676736,seixas,vou tomar um banhozinho e começar a saga de escolher algo pra pedir no ifood,2022-07-08 21:47:20+00:00,0,0,1,0,pos
4430,1545524655435423744,• Diogo •,@mariamelg @comentacaroles tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:46:06+00:00,0,0,0,0,neg
4431,1545524625697800192,SCCP. HEAT,@livsnxx tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:45:59+00:00,0,2,0,0,neg
4432,1545524589685514242,BRUN¡N💢,@twerksapatao @gayvioli tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:45:51+00:00,0,0,0,0,neg
4433,1545524510190968834,gio ☭,@ninacalie tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:45:32+00:00,0,0,0,0,neg
4434,1545524333556240389,bilu teteu das ideia,rt @wife_mar algum novinho aí nesse naipe pra vir aqui em casa pra gente pedir um ifood assim no cartão do corno? #cuckold #cornopagaifo…,2022-07-08 21:44:50+00:00,45,0,0,0,neg
4435,1545524270067073026,𝐼𝑧𝑎𝑏𝑒𝑙𝑙𝑎,@tawaminka tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:44:35+00:00,0,0,0,0,neg
4438,1545518625964056576,000000,amo o ifood se preocupando com o meu rehab,2022-07-08 21:22:09+00:00,0,0,0,0,pos
4439,1545518568279777281,La Viti,qual o local pra entregar a marmita??? até no ifood tem que ter,2022-07-08 21:21:55+00:00,0,2,54,1,pos
4440,1545518502580289538,Burrototal,@_milenarx tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:21:40+00:00,0,0,0,0,neg
4441,1545518421697351682,𝐁𝐚𝐝𝐭𝐳-𝐌𝐚𝐫𝐮ツ✊🏽✊🏾✊🏿,@biasantos tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:21:20+00:00,0,0,0,0,neg
4442,1545518401996705795,Eduardo Costa,que terror sumiu todos os combos no ifood do bk e tive q partir pra concorrente😭 danos morais isso daqui,2022-07-08 21:21:16+00:00,0,0,1,0,neg
4443,1545518351908327425,Julien Calloway,@_annacnesrala tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:21:04+00:00,0,0,0,0,neg
4444,1545518239593205763,PhD em Meteção de Louco,@larisspar tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:20:37+00:00,0,1,0,0,neg
4445,1545518180663283714,oh o carro do leite,@confusdk tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:20:23+00:00,0,0,0,0,neg
4446,1545518127630393345,Jeferson C.,@vitmourazz @runningnigga tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:20:10+00:00,0,1,0,0,neg
4447,1545518024161198080,yasmin wagmaker,@alexaleluia @soteropolitic fique em casa menos o motoboy do ifood,2022-07-08 21:19:45+00:00,1,2,23,0,neg
4448,1545518012157120512,Marmijapa,@umoutropretinho e vamos@de fazer o pedido no ifood https t co h bxnqem l,2022-07-08 21:19:43+00:00,0,1,1,0,pos
4449,1545517710209163265,João Bani 🦉🥁📚🚩,curar ressaca gastando meu vale de pila no ifood que ganhei do trampo hehehe,2022-07-08 21:18:31+00:00,0,0,1,0,neg
4450,1545517514829996032,mimir 🌺,@xnms tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:17:44+00:00,0,2,0,0,neg
4451,1545517461973483521,tijolo woon | amilie's girl💗💗💗,@xndrxgxgxz a partir desse mês eu tbm vou me controlar n vou comprar mais nada entt n posso entrar no ifood,2022-07-08 21:17:31+00:00,0,1,1,0,pos
4452,1545517426942644225,NαyNαy ᱬ »«,@unlikelygrl @juju_dopix @belle_belinha__ @badgalnxt tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:17:23+00:00,0,1,0,0,neg
4453,1545517369652645888,𝒂𝒏𝒈𝒆𝒍 | 𝐂𝐇𝐄𝐂𝐊𝐌𝐀𝐓𝐄,@laylaazeved tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:17:09+00:00,0,0,0,0,neg
4454,1545517349322850304,jessi.87 🇩🇪,@portalmeupeixao esse aí é aquele ed carlos na copinha ele estava parecendo a walter ifood,2022-07-08 21:17:05+00:00,0,1,6,0,pos
4455,1545517341617917953,ju ツ,mds mds mds vai logo ifood eu não quero castigo dnovo,2022-07-08 21:17:03+00:00,0,0,0,0,pos
4456,1545517288534822912,Lala 💥,o sushi deveria ser considerado patrimônio cultural da humanidade 🥢 hoje recebemos peixe e deixamos a dica de ouro pra vocês! chegou tudo fresquinho e estamos ansiosos para deixarmos o seu final de semana ainda melhor 🦐🐟🥰 faça já o seu pedido pelo link da bio ou ifood 😉 https t co pfqsvdfly,2022-07-08 21:16:50+00:00,1,0,2,1,pos
4457,1545517193491845121,aninha 💭,@abairadaloucura tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:16:27+00:00,0,2,0,0,neg
4458,1545517157970329603,Pedro,@deyvisonaraujo @rafacamera obrigado amigo aqui perto e tem ifood vou pedir,2022-07-08 21:16:19+00:00,0,0,0,0,pos
4464,1545516875576229889,manu,@twizakushsudh @drunkynasty tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:15:12+00:00,0,1,0,0,neg
4466,1545516807544504320,Pluto,ô johnnie grill abre o restaurante ai no ifood pô quero pedir um hambúrguer,2022-07-08 21:14:55+00:00,0,0,1,0,neg
4467,1545516761059147777,𝖕𝖊𝖉𝖗𝖎𝖓𝖍𝖔 roteadores,@nabrisa_oficial tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:14:44+00:00,0,0,0,0,neg
4468,1545516678980698112,chaveirinha🔑,@jumrts tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:14:25+00:00,0,0,0,0,neg
4469,1545516612920516610,becca,@alealves__ tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:14:09+00:00,0,0,0,0,neg
4470,1545516568897011718,Angel,@stiyyles tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:13:58+00:00,0,0,0,0,neg
4471,1545516545425686530,José Domingos Delciello Jr,@yancahmartins tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:13:53+00:00,0,0,0,0,neg
4472,1545516293633228802,Douglas Coelho,meu bichinho fazendo comercial e publi pro ifood mas segundo os gerentes de carreira alheia ele tá esquecido na guilda roxa,2022-07-08 21:12:53+00:00,0,1,11,0,pos
4473,1545516239639961601,Wesley Oliveira,@faelizz tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:12:40+00:00,0,0,0,0,neg
4474,1545516131624132609,Wesley e Yago,@bia_costab @headlaux tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:12:14+00:00,0,0,0,0,neg
4475,1545516037260689411,isa 🌼,algm on pra me mandar um ifood,2022-07-08 21:11:52+00:00,0,3,1,0,pos
4476,1545516006457720835,Mary Jones 🌓,@beaatrixzx @idolshelpffxofi tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:11:44+00:00,0,0,1,0,neg
4477,1545515970684502017,sapo congelado,@gabrixca tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:11:36+00:00,0,1,1,0,neg
4478,1545515937343979521,Naahᶜʳᶠ,@feferib tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:11:28+00:00,0,0,0,0,neg
4479,1545515856884539393,Bia Pare,tem um restaurante japonês aqui no tatuapé chamado “sushi gamer” que é o paraíso em sushi kkkkkk mo gostoso ai tem eles no ifood e num site próprio deles fui experimentar esse site economizei reais pq no ifood cada coisa tem taxa acho 🗣🗣🗣🗣,2022-07-08 21:11:09+00:00,0,1,0,0,neg
4480,1545515830494089222,♡ whore ♡,@ah_mylla @dudkhwnter tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 21:11:02+00:00,0,0,0,0,neg
4481,1545509345680572418,Burrototal,@beaguimaxx tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:45:16+00:00,0,0,0,0,neg
4482,1545509285026750467,HJ EU TO P CRIME 🙅💢,já desinstalei o ifood,2022-07-08 20:45:02+00:00,0,1,1,0,pos
4483,1545509282577371140,João Guilherme Piton,@eunhawaii tenho tara em pagar boletos colocar creditos em cel e dar gift card pago ifood bebidas so peço que me use das maneiras corno otario empregado objeto não peço informacoes e nudes a exploração é leve,2022-07-08 20:45:01+00:00,0,0,0,0,neg
